COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;28065;Bullainville;CHAR;5
CODGEO;Code géographique;Code géographique;28067;Cernay;CHAR;5
CODGEO;Code géographique;Code géographique;28068;Challet;CHAR;5
CODGEO;Code géographique;Code géographique;28070;Champhol;CHAR;5
CODGEO;Code géographique;Code géographique;28071;Champrond-en-Gâtine;CHAR;5
CODGEO;Code géographique;Code géographique;28072;Champrond-en-Perchet;CHAR;5
CODGEO;Code géographique;Code géographique;28073;Champseru;CHAR;5
CODGEO;Code géographique;Code géographique;28074;La Chapelle-d'Aunainville;CHAR;5
CODGEO;Code géographique;Code géographique;28075;La Chapelle-du-Noyer;CHAR;5
CODGEO;Code géographique;Code géographique;28076;La Chapelle-Forainvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28077;La Chapelle-Fortin;CHAR;5
CODGEO;Code géographique;Code géographique;28078;Chapelle-Guillaume;CHAR;5
CODGEO;Code géographique;Code géographique;28079;Chapelle-Royale;CHAR;5
CODGEO;Code géographique;Code géographique;28080;Charbonnières;CHAR;5
CODGEO;Code géographique;Code géographique;28081;Charonville;CHAR;5
CODGEO;Code géographique;Code géographique;28082;Charpont;CHAR;5
CODGEO;Code géographique;Code géographique;28084;Chartainvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28085;Chartres;CHAR;5
CODGEO;Code géographique;Code géographique;28086;Chassant;CHAR;5
CODGEO;Code géographique;Code géographique;28087;Châtaincourt;CHAR;5
CODGEO;Code géographique;Code géographique;28088;Châteaudun;CHAR;5
CODGEO;Code géographique;Code géographique;28089;Châteauneuf-en-Thymerais;CHAR;5
CODGEO;Code géographique;Code géographique;28090;Les Châtelets;CHAR;5
CODGEO;Code géographique;Code géographique;28091;Les Châtelliers-Notre-Dame;CHAR;5
CODGEO;Code géographique;Code géographique;28092;Châtenay;CHAR;5
CODGEO;Code géographique;Code géographique;28094;Chaudon;CHAR;5
CODGEO;Code géographique;Code géographique;28095;Chauffours;CHAR;5
CODGEO;Code géographique;Code géographique;28096;La Chaussée-d'Ivry;CHAR;5
CODGEO;Code géographique;Code géographique;28098;Cherisy;CHAR;5
CODGEO;Code géographique;Code géographique;28099;Chuisnes;CHAR;5
CODGEO;Code géographique;Code géographique;28100;Cintray;CHAR;5
CODGEO;Code géographique;Code géographique;28102;Clévilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28103;Cloyes-les-Trois-Rivières;CHAR;5
CODGEO;Code géographique;Code géographique;28104;Coltainville;CHAR;5
CODGEO;Code géographique;Code géographique;28105;Combres;CHAR;5
CODGEO;Code géographique;Code géographique;28106;Conie-Molitard;CHAR;5
CODGEO;Code géographique;Code géographique;28107;Corancez;CHAR;5
CODGEO;Code géographique;Code géographique;28108;Cormainville;CHAR;5
CODGEO;Code géographique;Code géographique;28109;Les Corvées-les-Yys;CHAR;5
CODGEO;Code géographique;Code géographique;28110;Le Coudray;CHAR;5
CODGEO;Code géographique;Code géographique;28111;Coudray-au-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;28113;Coulombs;CHAR;5
CODGEO;Code géographique;Code géographique;28114;Courbehaye;CHAR;5
CODGEO;Code géographique;Code géographique;28116;Courville-sur-Eure;CHAR;5
CODGEO;Code géographique;Code géographique;28117;Crécy-Couvé;CHAR;5
CODGEO;Code géographique;Code géographique;28118;Croisilles;CHAR;5
CODGEO;Code géographique;Code géographique;28119;La Croix-du-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;28120;Crucey-Villages;CHAR;5
CODGEO;Code géographique;Code géographique;28121;Dambron;CHAR;5
CODGEO;Code géographique;Code géographique;28122;Dammarie;CHAR;5
CODGEO;Code géographique;Code géographique;28123;Dampierre-sous-Brou;CHAR;5
CODGEO;Code géographique;Code géographique;28124;Dampierre-sur-Avre;CHAR;5
CODGEO;Code géographique;Code géographique;28126;Dancy;CHAR;5
CODGEO;Code géographique;Code géographique;28127;Dangeau;CHAR;5
CODGEO;Code géographique;Code géographique;28128;Dangers;CHAR;5
CODGEO;Code géographique;Code géographique;28129;Denonville;CHAR;5
CODGEO;Code géographique;Code géographique;28130;Digny;CHAR;5
CODGEO;Code géographique;Code géographique;28132;Donnemain-Saint-Mamès;CHAR;5
CODGEO;Code géographique;Code géographique;28134;Dreux;CHAR;5
CODGEO;Code géographique;Code géographique;28135;Droue-sur-Drouette;CHAR;5
CODGEO;Code géographique;Code géographique;28136;Écluzelles;CHAR;5
CODGEO;Code géographique;Code géographique;28137;Écrosnes;CHAR;5
CODGEO;Code géographique;Code géographique;28139;Épeautrolles;CHAR;5
CODGEO;Code géographique;Code géographique;28140;Épernon;CHAR;5
CODGEO;Code géographique;Code géographique;28141;Ermenonville-la-Grande;CHAR;5
CODGEO;Code géographique;Code géographique;28142;Ermenonville-la-Petite;CHAR;5
CODGEO;Code géographique;Code géographique;28143;Escorpain;CHAR;5
CODGEO;Code géographique;Code géographique;28144;Les Étilleux;CHAR;5
CODGEO;Code géographique;Code géographique;28146;Faverolles;CHAR;5
CODGEO;Code géographique;Code géographique;28147;Favières;CHAR;5
CODGEO;Code géographique;Code géographique;28148;Le Favril;CHAR;5
CODGEO;Code géographique;Code géographique;28149;La Ferté-Vidame;CHAR;5
CODGEO;Code géographique;Code géographique;28151;Fessanvilliers-Mattanvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28153;Flacey;CHAR;5
CODGEO;Code géographique;Code géographique;28154;Fontaine-la-Guyon;CHAR;5
CODGEO;Code géographique;Code géographique;28155;Fontaine-les-Ribouts;CHAR;5
CODGEO;Code géographique;Code géographique;28156;Fontaine-Simon;CHAR;5
CODGEO;Code géographique;Code géographique;28157;Fontenay-sur-Conie;CHAR;5
CODGEO;Code géographique;Code géographique;28158;Fontenay-sur-Eure;CHAR;5
CODGEO;Code géographique;Code géographique;28159;La Framboisière;CHAR;5
CODGEO;Code géographique;Code géographique;28160;Francourville;CHAR;5
CODGEO;Code géographique;Code géographique;28161;Frazé;CHAR;5
CODGEO;Code géographique;Code géographique;28162;Fresnay-le-Comte;CHAR;5
CODGEO;Code géographique;Code géographique;28163;Fresnay-le-Gilmert;CHAR;5
CODGEO;Code géographique;Code géographique;28164;Fresnay-l'Évêque;CHAR;5
CODGEO;Code géographique;Code géographique;28166;Friaize;CHAR;5
CODGEO;Code géographique;Code géographique;28167;Fruncé;CHAR;5
CODGEO;Code géographique;Code géographique;28168;Gallardon;CHAR;5
CODGEO;Code géographique;Code géographique;28169;Garancières-en-Beauce;CHAR;5
CODGEO;Code géographique;Code géographique;28170;Garancières-en-Drouais;CHAR;5
CODGEO;Code géographique;Code géographique;28171;Garnay;CHAR;5
CODGEO;Code géographique;Code géographique;28172;Gas;CHAR;5
CODGEO;Code géographique;Code géographique;28173;Gasville-Oisème;CHAR;5
CODGEO;Code géographique;Code géographique;28175;La Gaudaine;CHAR;5
CODGEO;Code géographique;Code géographique;28176;Le Gault-Saint-Denis;CHAR;5
CODGEO;Code géographique;Code géographique;28177;Gellainville;CHAR;5
CODGEO;Code géographique;Code géographique;28178;Germainville;CHAR;5
CODGEO;Code géographique;Code géographique;28180;Gilles;CHAR;5
CODGEO;Code géographique;Code géographique;28182;Gohory;CHAR;5
CODGEO;Code géographique;Code géographique;28183;Gommerville;CHAR;5
CODGEO;Code géographique;Code géographique;28184;Gouillons;CHAR;5
CODGEO;Code géographique;Code géographique;28185;Goussainville;CHAR;5
CODGEO;Code géographique;Code géographique;28187;Guainville;CHAR;5
CODGEO;Code géographique;Code géographique;28188;Le Gué-de-Longroi;CHAR;5
CODGEO;Code géographique;Code géographique;28189;Guilleville;CHAR;5
CODGEO;Code géographique;Code géographique;28190;Guillonville;CHAR;5
CODGEO;Code géographique;Code géographique;28191;Hanches;CHAR;5
CODGEO;Code géographique;Code géographique;28192;Happonvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28193;Havelu;CHAR;5
CODGEO;Code géographique;Code géographique;28194;Houville-la-Branche;CHAR;5
CODGEO;Code géographique;Code géographique;28195;Houx;CHAR;5
CODGEO;Code géographique;Code géographique;28196;Illiers-Combray;CHAR;5
CODGEO;Code géographique;Code géographique;28197;Intréville;CHAR;5
CODGEO;Code géographique;Code géographique;28198;Jallans;CHAR;5
CODGEO;Code géographique;Code géographique;28199;Janville-en-Beauce;CHAR;5
CODGEO;Code géographique;Code géographique;28200;Jaudrais;CHAR;5
CODGEO;Code géographique;Code géographique;28201;Jouy;CHAR;5
CODGEO;Code géographique;Code géographique;28202;Lamblore;CHAR;5
CODGEO;Code géographique;Code géographique;28203;Landelles;CHAR;5
CODGEO;Code géographique;Code géographique;28206;Laons;CHAR;5
CODGEO;Code géographique;Code géographique;28207;Léthuin;CHAR;5
CODGEO;Code géographique;Code géographique;28208;Levainville;CHAR;5
CODGEO;Code géographique;Code géographique;28209;Lèves;CHAR;5
CODGEO;Code géographique;Code géographique;28210;Levesville-la-Chenard;CHAR;5
CODGEO;Code géographique;Code géographique;28211;Logron;CHAR;5
CODGEO;Code géographique;Code géographique;28212;Loigny-la-Bataille;CHAR;5
CODGEO;Code géographique;Code géographique;28213;Lormaye;CHAR;5
CODGEO;Code géographique;Code géographique;28214;La Loupe;CHAR;5
CODGEO;Code géographique;Code géographique;28215;Louville-la-Chenard;CHAR;5
CODGEO;Code géographique;Code géographique;28216;Louvilliers-en-Drouais;CHAR;5
CODGEO;Code géographique;Code géographique;28217;Louvilliers-lès-Perche;CHAR;5
CODGEO;Code géographique;Code géographique;28218;Lucé;CHAR;5
CODGEO;Code géographique;Code géographique;28219;Luigny;CHAR;5
CODGEO;Code géographique;Code géographique;28220;Luisant;CHAR;5
CODGEO;Code géographique;Code géographique;28221;Lumeau;CHAR;5
CODGEO;Code géographique;Code géographique;28222;Luplanté;CHAR;5
CODGEO;Code géographique;Code géographique;28223;Luray;CHAR;5
CODGEO;Code géographique;Code géographique;28225;Magny;CHAR;5
CODGEO;Code géographique;Code géographique;28226;Maillebois;CHAR;5
CODGEO;Code géographique;Code géographique;28227;Maintenon;CHAR;5
CODGEO;Code géographique;Code géographique;28229;Mainvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28230;Maisons;CHAR;5
CODGEO;Code géographique;Code géographique;28231;La Mancelière;CHAR;5
CODGEO;Code géographique;Code géographique;28232;Manou;CHAR;5
CODGEO;Code géographique;Code géographique;28233;Marboué;CHAR;5
CODGEO;Code géographique;Code géographique;28234;Marchéville;CHAR;5
CODGEO;Code géographique;Code géographique;28235;Marchezais;CHAR;5
CODGEO;Code géographique;Code géographique;28236;Arcisses;CHAR;5
CODGEO;Code géographique;Code géographique;28237;Marolles-les-Buis;CHAR;5
CODGEO;Code géographique;Code géographique;28239;Marville-Moutiers-Brûlé;CHAR;5
CODGEO;Code géographique;Code géographique;28240;Meaucé;CHAR;5
CODGEO;Code géographique;Code géographique;28242;Méréglise;CHAR;5
CODGEO;Code géographique;Code géographique;28243;Mérouville;CHAR;5
CODGEO;Code géographique;Code géographique;28245;Meslay-le-Grenet;CHAR;5
CODGEO;Code géographique;Code géographique;28246;Meslay-le-Vidame;CHAR;5
CODGEO;Code géographique;Code géographique;28247;Le Mesnil-Simon;CHAR;5
CODGEO;Code géographique;Code géographique;28248;Le Mesnil-Thomas;CHAR;5
CODGEO;Code géographique;Code géographique;28249;Mévoisins;CHAR;5
CODGEO;Code géographique;Code géographique;28251;Mézières-en-Drouais;CHAR;5
CODGEO;Code géographique;Code géographique;28252;Miermaigne;CHAR;5
CODGEO;Code géographique;Code géographique;28253;Mignières;CHAR;5
CODGEO;Code géographique;Code géographique;28254;Mittainvilliers-Vérigny;CHAR;5
CODGEO;Code géographique;Code géographique;28255;Moinville-la-Jeulin;CHAR;5
CODGEO;Code géographique;Code géographique;28256;Moléans;CHAR;5
CODGEO;Code géographique;Code géographique;28257;Mondonville-Saint-Jean;CHAR;5
CODGEO;Code géographique;Code géographique;28259;Montboissier;CHAR;5
CODGEO;Code géographique;Code géographique;28260;Montharville;CHAR;5
CODGEO;Code géographique;Code géographique;28261;Montigny-le-Chartif;CHAR;5
CODGEO;Code géographique;Code géographique;28263;Montigny-sur-Avre;CHAR;5
CODGEO;Code géographique;Code géographique;28264;Montireau;CHAR;5
CODGEO;Code géographique;Code géographique;28265;Montlandon;CHAR;5
CODGEO;Code géographique;Code géographique;28267;Montreuil;CHAR;5
CODGEO;Code géographique;Code géographique;28268;Morainville;CHAR;5
CODGEO;Code géographique;Code géographique;28269;Morancez;CHAR;5
CODGEO;Code géographique;Code géographique;28270;Moriers;CHAR;5
CODGEO;Code géographique;Code géographique;28271;Morvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28272;Mottereau;CHAR;5
CODGEO;Code géographique;Code géographique;28273;Moulhard;CHAR;5
CODGEO;Code géographique;Code géographique;28274;Moutiers;CHAR;5
CODGEO;Code géographique;Code géographique;28275;Néron;CHAR;5
CODGEO;Code géographique;Code géographique;28276;Neuvy-en-Beauce;CHAR;5
CODGEO;Code géographique;Code géographique;28277;Neuvy-en-Dunois;CHAR;5
CODGEO;Code géographique;Code géographique;28278;Nogent-le-Phaye;CHAR;5
CODGEO;Code géographique;Code géographique;28279;Nogent-le-Roi;CHAR;5
CODGEO;Code géographique;Code géographique;28280;Nogent-le-Rotrou;CHAR;5
CODGEO;Code géographique;Code géographique;28281;Nogent-sur-Eure;CHAR;5
CODGEO;Code géographique;Code géographique;28282;Nonvilliers-Grandhoux;CHAR;5
CODGEO;Code géographique;Code géographique;28283;Nottonville;CHAR;5
CODGEO;Code géographique;Code géographique;28284;Oinville-Saint-Liphard;CHAR;5
CODGEO;Code géographique;Code géographique;28285;Oinville-sous-Auneau;CHAR;5
CODGEO;Code géographique;Code géographique;28286;Ollé;CHAR;5
CODGEO;Code géographique;Code géographique;28287;Orgères-en-Beauce;CHAR;5
CODGEO;Code géographique;Code géographique;28289;Ormoy;CHAR;5
CODGEO;Code géographique;Code géographique;28290;Orrouer;CHAR;5
CODGEO;Code géographique;Code géographique;28291;Ouarville;CHAR;5
CODGEO;Code géographique;Code géographique;28292;Ouerre;CHAR;5
CODGEO;Code géographique;Code géographique;28293;Oulins;CHAR;5
CODGEO;Code géographique;Code géographique;28294;Oysonville;CHAR;5
CODGEO;Code géographique;Code géographique;28296;Péronville;CHAR;5
CODGEO;Code géographique;Code géographique;28298;Pierres;CHAR;5
CODGEO;Code géographique;Code géographique;28299;Les Pinthières;CHAR;5
CODGEO;Code géographique;Code géographique;28300;Poinville;CHAR;5
CODGEO;Code géographique;Code géographique;28301;Poisvilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28302;Pontgouin;CHAR;5
CODGEO;Code géographique;Code géographique;28303;Poupry;CHAR;5
CODGEO;Code géographique;Code géographique;28304;Prasville;CHAR;5
CODGEO;Code géographique;Code géographique;28305;Pré-Saint-Évroult;CHAR;5
CODGEO;Code géographique;Code géographique;28306;Pré-Saint-Martin;CHAR;5
CODGEO;Code géographique;Code géographique;28308;Prudemanche;CHAR;5
CODGEO;Code géographique;Code géographique;28309;Prunay-le-Gillon;CHAR;5
CODGEO;Code géographique;Code géographique;28310;La Puisaye;CHAR;5
CODGEO;Code géographique;Code géographique;28312;Puiseux;CHAR;5
CODGEO;Code géographique;Code géographique;28313;Réclainville;CHAR;5
CODGEO;Code géographique;Code géographique;28314;Les Ressuintes;CHAR;5
CODGEO;Code géographique;Code géographique;28315;Revercourt;CHAR;5
CODGEO;Code géographique;Code géographique;28316;Rohaire;CHAR;5
CODGEO;Code géographique;Code géographique;28317;Roinville;CHAR;5
CODGEO;Code géographique;Code géographique;28319;Rouvray-Saint-Denis;CHAR;5
CODGEO;Code géographique;Code géographique;28321;Rouvres;CHAR;5
CODGEO;Code géographique;Code géographique;28322;Rueil-la-Gadelière;CHAR;5
CODGEO;Code géographique;Code géographique;28323;Saint-Ange-et-Torçay;CHAR;5
CODGEO;Code géographique;Code géographique;28324;Saint-Arnoult-des-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;28325;Saint-Aubin-des-Bois;CHAR;5
CODGEO;Code géographique;Code géographique;28326;Saint-Avit-les-Guespières;CHAR;5
CODGEO;Code géographique;Code géographique;28327;Saint-Bomer;CHAR;5
CODGEO;Code géographique;Code géographique;28329;Saint-Christophe;CHAR;5
CODGEO;Code géographique;Code géographique;28330;Villemaury;CHAR;5
CODGEO;Code géographique;Code géographique;28331;Saintigny;CHAR;5
CODGEO;Code géographique;Code géographique;28332;Sainte-Gemme-Moronval;CHAR;5
CODGEO;Code géographique;Code géographique;28333;Saint-Denis-des-Puits;CHAR;5
CODGEO;Code géographique;Code géographique;28334;Saint-Denis-Lanneray;CHAR;5
CODGEO;Code géographique;Code géographique;28335;Saint-Éliph;CHAR;5
CODGEO;Code géographique;Code géographique;28336;Saint-Éman;CHAR;5
CODGEO;Code géographique;Code géographique;28337;Saint-Georges-sur-Eure;CHAR;5
CODGEO;Code géographique;Code géographique;28339;Saint-Germain-le-Gaillard;CHAR;5
CODGEO;Code géographique;Code géographique;28341;Saint-Jean-de-Rebervilliers;CHAR;5
CODGEO;Code géographique;Code géographique;28342;Saint-Jean-Pierre-Fixte;CHAR;5
CODGEO;Code géographique;Code géographique;28343;Saint-Laurent-la-Gâtine;CHAR;5
CODGEO;Code géographique;Code géographique;28344;Saint-Léger-des-Aubées;CHAR;5
CODGEO;Code géographique;Code géographique;28346;Saint-Lubin-de-Cravant;CHAR;5
CODGEO;Code géographique;Code géographique;28347;Saint-Lubin-de-la-Haye;CHAR;5
CODGEO;Code géographique;Code géographique;28348;Saint-Lubin-des-Joncherets;CHAR;5
CODGEO;Code géographique;Code géographique;28349;Saint-Lucien;CHAR;5
